# ra	dec	mag	bv	bayer	flamsteed	constellation
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
169.3225	2.0106	5.18	+1.52		75	Leo
179.0037	-17.1508	5.18	-0.02	η	30	Crt
181.9575	-75.3669	5.18	+1.30			
186.0771	26.0986	5.18	+0.08		13	Com
270.3746	21.5953	5.18	+0.95		95	Her
290.7121	26.2625	5.18	-0.12		3	Vul
303.5604	28.6947	5.18	+0.18		21	Vul
316.6029	-32.3417	5.18	+1.10			
319.8425	64.8719	5.18	-0.04		6	Cep
325.3871	-14.0475	5.18	+0.65		42	Cap
356.8167	-50.2267	5.18	-0.19	σ		Phe
357.8388	-18.9089	5.18	-0.14		108	Aqr
7.5946	-23.7878	5.19	+0.12			
12.5317	-10.6444	5.19	+0.50	φ²	19	Cet
36.1037	50.0067	5.19	+0.98		64	And
64.1796	53.6119	5.19	+0.05			
73.6954	11.4261	5.19	+0.12		6	Ori
82.9704	-76.3411	5.19	+1.13	γ		Men
100.4850	-9.1672	5.19	+1.53			
111.0354	40.6722	5.19	+1.23		66	Aur
129.9900	-53.0550	5.19	-0.14			
196.9742	-10.7403	5.19	+1.14		49	Vir
236.6667	62.5994	5.19	+0.04			
299.9800	37.0428	5.19	-0.17		25	Cyg
339.6625	63.5844	5.19	+0.06		30	Cep
8.8121	-3.5928	5.20	+0.56		13	Cet
35.6358	-23.8164	5.20	+0.60	κ		For
61.6517	27.6000	5.20	-0.13		41	Tau
76.8917	-63.3997	5.20	+1.65			
88.7408	59.8883	5.20	+0.02		31	Cam
93.7121	19.1564	5.20	+0.44		71	Ori
96.8075	0.2992	5.20	+1.18			
99.7050	39.9025	5.20	-0.07	ψ³	52	Aur
101.1183	-31.0706	5.20	-0.12		10	CMa
105.4850	-5.7222	5.20	+1.68			
106.0117	-42.3372	5.20	+0.20			
108.9788	59.6375	5.20	+1.07		18	Lyn
125.3375	-36.4844	5.20	-0.19			
130.0804	-40.2642	5.20	-0.01			
129.7717	-70.3869	5.20	+0.01	θ		Vol
134.3121	15.3228	5.20	+0.15	ο¹	62	Cnc
134.8858	32.4186	5.20	+0.93	σ³	64	Cnc
146.6321	57.1281	5.20	+1.62			
174.0117	69.3228	5.20	+1.01		2	Dra
223.8942	-60.1142	5.20	+1.16			
226.6567	-16.2569	5.20	+1.58	ν	21	Lib
237.6738	15.1336	5.20				
245.5892	33.7992	5.20	+1.60	ν¹	20	CrB
247.7058	-61.6336	5.20	+1.23			
259.5029	-24.2869	5.20	+1.10	ο	39	Oph
281.8708	-5.7050	5.20	+1.47			
307.8767	74.9547	5.20	+0.07		73	Dra
338.6733	-20.7083	5.20	+0.44	υ	59	Aqr
350.6633	-15.0392	5.20	+0.20		97	Aqr
16.9496	-41.4869	5.21	+0.16	υ		Phe
40.1650	-54.5500	5.21	+0.40	ζ		Hor
91.0563	-6.7092	5.21	-0.06			
96.7037	58.4172	5.21	+1.53		5	Lyn
100.6013	17.6453	5.21	+0.06		26	Gem
122.3996	-44.1228	5.21	-0.19			
132.4646	-32.7806	5.21	+0.87			
157.3696	-2.7392	5.21	-0.06	δ	29	Sex
180.5283	43.0456	5.21	+0.26		67	UMa
185.1404	-22.2158	5.21	-0.10	ζ	5	Crv
203.2421	-10.1650	5.21	+0.96		76	Vir
221.7554	-52.3836	5.21	+0.98			
276.8021	0.1961	5.21	+0.50		59	Ser
316.7275	38.7458	5.21	+1.18		61	Cyg
339.6579	56.7958	5.21	+1.58			
12.6717	-50.9869	5.22	+0.36	ρ		Phe
31.3800	76.1150	5.22	+0.95		49	Cas
42.3229	17.4642	5.22	-0.06	π	42	Ari
63.6512	10.0111	5.22	-0.10			
89.7067	0.5531	5.22	+0.01		60	Ori
96.0429	-11.5303	5.22	+1.24			
97.3688	-56.8528	5.22	+1.09			
101.9150	48.7894	5.22	+1.12	ψ6	57	Aur
111.9350	21.4450	5.22	+0.39		63	Gem
133.9154	27.9275	5.22	+1.00	ρ²	58	Cnc
171.3725	-36.0631	5.22	+0.99			
175.4333	-32.4997	5.22	+1.48			
191.4046	7.6733	5.22	+0.33		32	Vir
197.4971	17.5294	5.22	+0.45	α	42	Com
197.4971	17.5294	5.22		α	42	Com
198.9950	-19.9431	5.22	+1.03		57	Vir
199.1938	9.4242	5.22	+0.59		59	Vir
243.4621	-11.8375	5.22	+1.42	χ	17	Sco
252.8904	-41.2306	5.22	+0.07			
284.2567	32.9014	5.22	+0.59			
287.2496	6.0733	5.22	+0.35		19	Aql
300.5058	24.9381	5.22	+0.36		16	Vul
309.8183	-14.9547	5.22	-0.12	τ	14	Cap
352.8225	39.2364	5.22	+1.02		14	And
7.5304	29.7517	5.23	+0.24		28	And
20.2808	28.7381	5.23	+1.39		91	Psc
30.5117	2.7636	5.23		α	113	Psc
44.6750	-2.7825	5.23	0.00			
51.1687	64.5861	5.23	+2.08			
54.0725	-17.4669	5.23	-0.13		20	Eri
61.7521	29.0014	5.23	+0.34	ψ	42	Tau
69.4004	-2.4733	5.23	+0.28		51	Eri
80.4517	41.8044	5.23	-0.15	ρ	20	Aur
97.9513	11.5444	5.23	+0.15			
116.8812	-46.6086	5.23	-0.14			
122.4300	-47.9375	5.23	-0.21			
130.4871	-45.4108	5.23	+0.21			
135.4358	-52.1883	5.23	-0.12			
149.7179	-35.8911	5.23	+0.31	η		Ant
161.6238	-64.2633	5.23	-0.07			
161.7396	-56.7572	5.23	-0.08			
168.1883	-64.1697	5.23	-0.06			
214.9646	-61.2731	5.23	+0.29			
237.5729	2.1964	5.23	+1.02	ω	34	Ser
246.9312	-7.5981	5.23	+1.72			
261.5000	-50.6336	5.23	+1.06	κ		Ara
263.7479	61.8750	5.23	+0.61		26	Dra
284.7738	13.6225	5.23	+0.53		11	Aql
286.8567	32.5017	5.23	+0.34		17	Lyr
314.7683	4.2936	5.23	+0.46	ε	1	Equ
11.1850	-22.0061	5.24	+0.33			
18.4329	7.5753	5.24	+0.32	ζ	86	Psc
25.6242	20.2686	5.24	+0.84		107	Psc
49.5537	-62.5064	5.24	+0.60	ζ²		Ret
56.9150	-23.8747	5.24	+0.07	τ7	28	Eri
65.4721	-63.3864	5.24	+0.96	η		Ret
98.0888	-37.6967	5.24	+1.00			
119.8683	-39.2972	5.24	+0.39			
136.9367	10.6681	5.24	-0.11	κ	76	Cnc
139.1738	-6.3531	5.24	+1.17		23	Hya
154.4075	-8.0689	5.24	+0.31	ε	22	Sex
161.4663	30.6822	5.24	-0.06		42	LMi
163.3729	-20.1389	5.24	+0.47			
193.8687	65.4386	5.24	+0.28		8	Dra
213.0167	69.4325	5.24	+1.58			
221.9367	-26.0875	5.24	+0.94		56	Hya
232.3512	-46.7328	5.24	+1.74			
234.4567	40.3533	5.24	+0.88	φ	54	Boo
235.6596	-37.4250	5.24	+0.98			
251.9433	5.2467	5.24	-0.02		45	Her
270.7704	-8.1806	5.24	+0.38	τ	69	Oph
281.9358	-40.4061	5.24	+0.78	μ		CrA
282.4171	-20.3247	5.24	+1.41		29	Sgr
304.2304	40.3650	5.24	+1.65			
318.9079	-20.6517	5.24	+1.17	φ	28	Cap
322.3625	46.5406	5.24	+0.97		71	Cyg
325.5033	-23.2628	5.24	+0.95		41	Cap
332.9533	56.8394	5.24	+0.51			
345.8871	67.2092	5.24	+1.26			
356.0504	-18.2769	5.24	-0.08		106	Aqr
2.9333	-35.1331	5.25	+0.44	θ		Scl
3.0417	-17.9383	5.25	+1.48			
25.5358	-32.3269	5.25	+1.05	π		Scl
37.8754	2.2672	5.25	+1.27			
56.1271	-1.1631	5.25	-0.10		24	Eri
80.8758	-13.9272	5.25	-0.21		8	Lep
101.6846	43.5775	5.25	+0.56	ψ⁵	56	Aur
109.6400	-39.2103	5.25	+0.01			
112.0087	6.9419	5.25	+0.22	η	5	CMi
113.0246	1.9144	5.25	+0.22	δ¹	7	CMi
113.4021	15.8267	5.25	+0.05		68	Gem
138.6021	-43.2275	5.25	-0.14			
144.5904	40.2397	5.25	+0.22		42	Lyn
163.1288	-57.2406	5.25	+0.16			
173.9817	-47.6417	5.25	+0.25			
196.4354	35.7989	5.25	-0.08		14	CVn
197.8467	-43.3689	5.25	+1.05			
201.6800	-12.7078	5.25	+1.52		68	Vir
208.0200	-52.8117	5.25	-0.09			
212.0721	49.4581	5.25	+1.65		13	Boo
226.5696	54.5564	5.25	+0.96			
245.4529	69.1094	5.25	+1.12			
247.6400	20.4792	5.25	+1.29			
253.6487	-6.1539	5.25	+1.08		23	Oph
255.4017	33.5683	5.25	+0.02		59	Her
260.8171	-47.4683	5.25	-0.11	ι		Ara
264.5233	-54.5003	5.25	+0.20	π		Ara
276.0758	-44.1103	5.25	-0.19			
275.7042	17.8267	5.25	+1.27			
282.4704	32.5508	5.25	+0.08	ν²	9	Lyr
306.8300	-18.2117	5.25	-0.07	π	10	Cap
340.3692	40.2256	5.25	-0.14		12	Lac
29.9083	64.6214	5.26	+0.01			
42.2562	-62.8067	5.26	+0.10	ν		Hor
46.0683	-7.6008	5.26	+0.20	ρ³	10	Eri
57.5788	25.5794	5.26	+0.21			
65.1512	15.0953	5.26	+0.22		58	Tau
68.5487	-8.9703	5.26	+1.47			
83.9146	-4.8558	5.26	+0.24		45	Ori
101.8392	-37.9297	5.26	-0.08			
128.8142	-58.2250	5.26	-0.14			
139.5242	-51.0511	5.26	-0.07			
149.5558	12.4447	5.26	-0.04	ν	27	Leo
157.7692	82.5586	5.26	+0.37			
175.1962	21.3528	5.26	+0.98		92	Leo
180.2133	-19.6589	5.26	-0.20			
228.6217	29.1642	5.26	+0.03	χ	48	Boo
234.1233	10.0100	5.26	+0.95		16	Ser
299.2758	-58.9014	5.26	-0.01			
318.2629	-39.4253	5.26	+0.44			
341.8879	-19.6133	5.26	+0.94		68	Aqr
22.5258	47.0072	5.27	+1.00		49	And
33.2004	21.2108	5.27	+0.43	η	17	Ari
46.6396	-6.0886	5.27	+1.60			
65.1679	65.1406	5.27	+0.81			
71.0879	-59.7328	5.27	+0.20	κ		Dor
87.0008	6.4542	5.27	+0.23		52	Ori
94.9283	-7.8231	5.27	-0.19		7	Mon
97.4546	-50.2392	5.27	+0.41			
98.8004	28.0222	5.27	-0.03		49	Aur
99.4483	-32.3397	5.27	+1.18			
102.8875	21.7611	5.27	-0.02		36	Gem
116.0175	50.4339	5.27	0.00			
129.4675	-26.2550	5.27	-0.04	η		Pyx
138.9579	56.7414	5.27	+1.56		17	UMa
138.5750	-55.5697	5.27	+0.99			
148.9292	49.8200	5.27	+0.07		31	UMa
176.7317	55.6283	5.27	+1.27			
211.9825	43.8544	5.27	+1.59			
245.1117	-78.6672	5.27	+1.41	δ²		Aps
246.9887	-64.0581	5.27	+0.36	ι		TrA
274.7946	24.4461	5.27	+1.53		105	Her
281.4446	74.0856	5.27	+0.92			
284.9396	26.2306	5.27	+1.24			
295.6417	11.8267	5.27	+0.57	χ	47	Aql
300.3687	64.8211	5.27	+1.56		64	Dra
331.2521	62.7856	5.27	+1.41		20	Cep
333.2942	86.1081	5.27	-0.03			
2.5087	-82.2239	5.28	+1.05	γ³		Oct
24.6288	73.0400	5.28	+0.96		40	Cas
33.2271	-30.7239	5.28	-0.02	μ		For
33.9842	33.3589	5.28	-0.01		7	Tri
35.4858	0.3958	5.28	+1.65		69	Cet
37.9187	-79.1094	5.28	+0.98	μ		Hyi
45.2175	52.3517	5.28	-0.05			
50.3067	21.1469	5.28	-0.07	τ¹	61	Ari
59.1521	50.6953	5.28	+0.41		43	Per
60.3833	-1.5497	5.28	-0.15		35	Eri
66.3542	22.1997	5.28	+0.25	κ²	67	Tau
66.5263	31.4389	5.28	+0.97			
80.8658	57.5444	5.28	-0.03		16	Cam
109.7133	-26.5858	5.28	+0.96			
126.2654	-24.0461	5.28	+1.48			
152.1775	-65.8153	5.28	+0.98			
153.3450	-51.2333	5.28	+0.25			
192.3067	83.4128	5.28	-0.03			
283.6954	-87.6058	5.28	+1.28	χ		Oct
270.5962	20.8336	5.28	-0.09		96	Her
278.4908	-33.0167	5.28	-0.11			
286.8254	36.1003	5.28	-0.11	ι	18	Lyr
289.4542	11.5953	5.28	+0.20	ω¹	25	Aql
299.0596	11.4239	5.28	-0.01	φ	61	Aql
304.8483	-19.1186	5.28	+1.40	σ	7	Cap
318.9371	-15.1714	5.28	+1.64		29	Cap
355.6163	-15.4478	5.28	+1.37			
17.6638	68.7786	5.29	-0.02		31	Cas
37.0417	29.6694	5.29			12	Tri
50.8050	49.2133	5.29	-0.07			
63.3879	7.7161	5.29	+0.36		46	Tau
70.7262	43.3650	5.29	0.00		59	Per
85.5629	-34.6678	5.29	-0.05			
86.9288	13.8997	5.29	-0.17		133	Tau
88.7092	-52.6353	5.29	+0.31			
99.1371	38.4453	5.29	+2.61			
101.7129	-14.4258	5.29	-0.04		11	CMa
119.5858	2.2247	5.29	+0.92		14	CMi
125.5183	-73.4000	5.29	+0.01	η		Vol
131.8125	-1.8972	5.29	+0.04			
139.3558	-74.8944	5.29	+0.02			
157.2192	-64.1722	5.29	+1.86			
176.4329	-45.6900	5.29	-0.12			
184.9529	48.9842	5.29	+1.66		3	CVn
187.2279	25.9128	5.29	-0.05		17	Com
213.7117	10.1006	5.29	+1.00		15	Boo
249.5017	56.0156	5.29	+1.08			
255.7867	-53.2369	5.29	+0.48	ε²		Ara
261.7146	-45.8436	5.29	-0.07			
323.0246	-41.1792	5.29	+1.10	ξ		Gru
327.7262	-82.7192	5.29	+0.75	λ		Oct
326.5183	22.9489	5.29	+1.41		12	Peg
327.5362	17.2856	5.29	+0.37		13	Peg
330.9704	63.1197	5.29	+1.58		18	Cep
336.1533	-72.2556	5.29	+0.65	ν		Ind
356.5038	-18.6781	5.29	+0.28		107	Aqr
34.8200	47.3800	5.30	-0.01		62	And
39.2604	34.2639	5.30	+1.55			
40.1713	27.0608	5.30	+0.09		33	Ari
72.0012	56.7572	5.30	+0.25		4	Cam
76.9517	20.4183	5.30	+0.09		106	Tau
79.9962	-12.3156	5.30	-0.12	ν	7	Lep
93.8546	16.1431	5.30	-0.14		72	Ori
103.9450	-22.9414	5.30	-0.18			
111.2425	11.6697	5.30	+0.10		1	CMi
116.5675	10.7683	5.30	+0.01		11	CMi
121.9408	21.5817	5.30	+0.63	μ²	10	Cnc
171.6471	-61.1153	5.30	-0.08			
175.6183	66.7450	5.30	+1.28		3	Dra
178.6771	-25.7139	5.30	+0.88			
223.5838	-24.6422	5.30	+1.32		12	Lib
299.9638	-34.6978	5.30	+0.17	θ²		Sgr
315.7417	-38.6317	5.30	+0.41	ζ		Mic
317.1400	-21.1936	5.30	+0.01	χ	25	Cap
325.5646	5.6800	5.30	+1.64		7	Peg
331.1975	-0.9067	5.30	+0.23		32	Aqr
354.7846	50.4717	5.30	-0.06		18	And
358.1546	10.9475	5.30	+0.18		82	Peg
14.0062	-11.2667	5.31	+1.52	φ³	22	Cet
26.4117	-25.0525	5.31	+0.39	ε		Scl
33.4012	51.0658	5.31	+0.93			
39.3517	-52.5431	5.31	+0.27	η		Hor
53.1096	46.0569	5.31	+0.40		36	Per
69.3071	0.9983	5.31	-0.12			
70.6933	-50.4814	5.31	+0.98	λ		Pic
75.6792	-71.3144	5.31	+1.00	β		Men
84.4358	-28.6894	5.31	+0.46	ν²		Col
86.6142	-46.5972	5.31	+1.04			
91.9233	-19.1658	5.31	+1.68		19	Lep
108.0658	-40.4989	5.31	+0.06			
116.0288	25.7842	5.31	+1.54		76	Gem
121.0675	-32.6750	5.31	+1.91			
132.3404	-3.4431	5.31	-0.09		14	Hya
152.5246	-12.8161	5.31	+0.36			
172.2675	39.3369	5.31	+0.01		57	UMa
183.5108	-45.7239	5.31	+1.43			
190.7096	-63.0586	5.31	+0.27			
201.3079	-64.4853	5.31	+0.40			
222.3296	-14.1489	5.31	+0.07	μ	7	Lib
262.5992	-1.0625	5.31	+0.72			
300.4683	-66.9442	5.31	+1.22	μ²		Pav
305.7946	5.3431	5.31	+0.97			
314.5683	22.3258	5.31	+1.40		33	Vul
321.8392	37.1167	5.31	-0.14		70	Cyg
321.7150	48.8350	5.31	+0.07			
355.1592	-32.0731	5.31	+0.97	μ		Scl
45.6763	-7.6853	5.32	+0.94	ρ²	9	Eri
93.2129	65.7183	5.32	+1.34		36	Cam
101.4971	-14.7961	5.32	+0.07			
123.2033	68.4742	5.32	+1.04			
138.4508	43.2178	5.32	-0.14		36	Lyn
145.1771	-57.9836	5.32	+0.20			
147.9708	24.3953	5.32	+0.23		22	Leo
168.9663	13.3075	5.32	+1.20		73	Leo
176.9787	8.2458	5.32	+0.02		4	Vir
185.8975	-35.4128	5.32	-0.08			
193.9875	-56.8361	5.32	+0.01			
194.9796	66.5972	5.32	+1.29		9	Dra
216.2025	-24.8064	5.32	+0.96			
223.9363	-33.8558	5.32	+0.04			
253.2421	31.7017	5.32	+0.29		53	Her
302.7996	-36.1011	5.32	+0.87			
304.1963	24.6711	5.32	+0.95		24	Vul
333.5750	-21.0742	5.32	+0.80		41	Aqr
336.2350	-57.7972	5.32	+0.67			
350.4788	31.8125	5.32	-0.11		64	Peg
353.3671	22.4989	5.32	+1.60		71	Peg
10.2800	39.4586	5.33	+0.89		32	And
43.4275	38.3375	5.33	+0.41		20	Per
60.9358	5.4356	5.33	-0.08		40	Tau
73.3450	2.5081	5.33	+1.64		5	Ori
73.6992	7.7792	5.33	+1.22			
93.9375	12.5511	5.33	-0.02		73	Ori
103.2712	59.4486	5.33	+0.65		14	Lyn
111.1671	-16.2011	5.33	-0.05			
113.7862	30.9611	5.33	+1.01			
117.2571	-24.9122	5.33	+0.76			
127.2696	-47.9292	5.33	-0.14			
128.1771	20.4411	5.33	+1.25	η	33	Cnc
133.4613	-47.5208	5.33	+0.26			
139.2383	-39.4014	5.33	+1.17			
155.8721	-38.0100	5.33	+0.25			
175.2625	34.2017	5.33	+0.72		61	UMa
198.5454	-19.9308	5.33	+0.87		55	Vir
199.3150	13.6756	5.33	+1.31			
228.7975	4.9394	5.33	+1.09		3	Ser
235.4475	12.8475	5.33	+0.04	χ	20	Ser
245.6167	-49.5722	5.33	-0.04			
247.9237	-41.8169	5.33	+0.33			
258.1158	10.5853	5.33	+1.59		37	Oph
274.2813	-56.0233	5.33	-0.05			
287.4696	-68.4247	5.33	+0.91			
297.9608	-39.8744	5.33	-0.06			
333.1992	34.6047	5.33	+1.13			
346.9137	46.3872	5.33	+1.41		4	And
16.4204	21.4733	5.34	-0.03	ψ¹	74	Psc
26.4971	-5.7333	5.34	+1.52			
64.8192	-44.2681	5.34	+1.08			
76.9704	8.4983	5.34	+0.33		14	Ori
79.7967	2.5958	5.34	+0.41		21	Ori
83.3808	-1.1561	5.34	-0.18			
83.2483	-64.2275	5.34	+1.04			
138.8075	14.9414	5.34	+1.32	π²	82	Cnc
154.5317	-28.9919	5.34	+0.24			
161.5687	-64.5150	5.34	-0.10			
162.3142	10.5453	5.34	+0.03		53	Leo
182.0613	-48.6928	5.34	-0.01			
224.4704	-76.6628	5.34	+1.45			
270.7129	-24.2822	5.34	+0.52		7	Sgr
275.7212	-36.6694	5.34	-0.14			
277.7700	-32.9892	5.34	+0.16			
288.1696	-7.9394	5.34	+0.13		20	Aql
322.1871	-69.5053	5.34	+1.55			
334.2004	-12.8314	5.34	+1.14		42	Aqr
355.3937	-18.0272	5.34	+1.57		103	Aqr
30.3113	-30.0017	5.35	+0.88	π		For
36.2246	-60.3119	5.35	+0.39	λ		Hor
38.0392	-1.0350	5.35	+1.02		75	Cet
38.9450	34.6875	5.35	+1.66		15	Tri
56.4183	6.0500	5.35	-0.12		29	Tau
64.8588	21.1422	5.35	-0.08		53	Tau
69.9921	53.4731	5.35	+0.32		2	Cam
83.1721	-1.5919	5.35	-0.19			
87.8417	-7.5181	5.35	-0.20		55	Ori
93.9192	59.9992	5.35	+1.34		40	Cam
101.7062	57.1692	5.35	+0.96		13	Lyn
108.5833	3.1114	5.35	+1.19			
111.1825	-31.8089	5.35	+1.07			
118.9163	19.8839	5.35	-0.04		85	Gem
119.2413	-43.5003	5.35	-0.18			
127.8988	18.0944	5.35	+1.56	θ	31	Cnc
132.6450	-66.7931	5.35	+0.42			
143.0804	-40.6494	5.35	+0.90			
145.9329	14.0217	5.35	+1.63	ψ	16	Leo
154.0600	29.3106	5.35	+0.01		23	LMi
181.1612	-68.3292	5.35	-0.01			
187.4888	58.4058	5.35	+0.20		74	UMa
230.2583	0.7153	5.35	+1.19		6	Ser
247.4263	-46.2433	5.35	+0.56			
253.8425	18.4333	5.35	+1.41		54	Her
260.8400	-28.1431	5.35	+1.55		43	Oph
281.5925	75.4339	5.35	+0.05		50	Dra
293.6717	42.4128	5.35	+0.05			
297.0050	-56.3625	5.35	+0.20	ν		Tel
313.4175	-39.8100	5.35	+1.32			
333.0079	60.7594	5.35	+1.17			
342.5954	-80.1242	5.35	-0.15	ξ		Oct
9.9817	21.4383	5.36	+1.16		55	Psc
15.7050	-46.3975	5.36	+0.90			
61.0412	2.8269	5.36	+0.50			
83.5696	3.7669	5.36	+0.05		38	Ori
91.6462	38.4828	5.36	+0.25		40	Aur
92.4963	58.9358	5.36	+1.09		37	Cam
95.4421	53.4522	5.36	+0.43		45	Aur
94.7108	-9.3903	5.36	+1.24			
108.8375	-30.6864	5.36	-0.17			
112.4833	49.6725	5.36	+0.45		22	Lyn
122.8875	-7.7725	5.36	+0.89			
141.0379	-80.7869	5.36	+0.45	ι		Cha
150.2529	31.9236	5.36	+0.66		20	LMi
168.1379	-49.1011	5.36	+0.18			
174.6150	8.1342	5.36	+1.57	ω	1	Vir
205.7654	3.5381	5.36	+1.11		84	Vir
221.3221	-62.8758	5.36	+0.29			
278.4863	52.3536	5.36	+1.09			
284.0704	-42.7106	5.36	+1.00			
299.0054	16.6347	5.36	+0.67		10	Sge
301.5908	35.9725	5.36	+0.85		27	Cyg
5.1496	8.1903	5.37	+1.34		41	Psc
16.8279	-61.7753	5.37	+0.88	ι		Tuc
58.9925	47.8714	5.37	-0.08			
62.3242	-16.3858	5.37	-0.15			
65.6454	25.6292	5.37	-0.05	χ	59	Tau
71.5071	11.7056	5.37	+0.19			
116.3958	-34.1731	5.37	+0.60			
124.9542	-71.5150	5.37	-0.06	κ¹		Vol
130.2546	45.8339	5.37	+0.99		34	Lyn
142.8850	35.1031	5.37	+1.53		8	LMi
179.9871	3.6553	5.37	0.00		7	Vir
200.7546	-17.7353	5.37	+0.99		63	Vir
217.5871	-49.5192	5.37	+0.05			
230.4525	32.9339	5.37	-0.07		50	Boo
231.1871	-39.7103	5.37	-0.11	υ		Lup
238.6579	43.1386	5.37	+1.65		2	Her
242.4604	-3.4669	5.37	+1.45			
264.1567	48.5856	5.37	+1.15		82	Her
279.8958	-43.1861	5.37	+1.68			
281.5858	-22.3922	5.37	+1.64		28	Sgr
281.0954	39.6128	5.37		ε²	5	Lyr
300.0137	17.5167	5.37	+1.67		13	Sge
315.2954	46.1558	5.37	-0.21		60	Cyg
332.4821	-34.0147	5.37	+0.24			
334.5650	-53.6278	5.37	+0.60			
335.0496	-7.8211	5.37	-0.06	ρ	46	Aqr
335.1150	5.7894	5.37	-0.02		30	Peg
346.1650	-53.9650	5.37	+1.45	κ		Gru
8.1479	20.2944	5.38	+1.08		52	Psc
11.6375	15.4756	5.38	+1.65		57	Psc
21.5638	19.1722	5.38	+0.39	ρ	93	Psc
31.2808	77.2814	5.38	+0.31		47	Cas
49.5933	-0.9303	5.38	+1.04		95	Cet
60.6529	-0.2689	5.38	+0.50			
64.9029	21.7736	5.38	-0.14		56	Tau
65.1625	-20.6397	5.38	-0.02			
74.9600	-10.2633	5.38	+0.80		63	Eri
75.7025	-49.1514	5.38	+0.42	η¹		Pic
83.8629	24.0394	5.38	-0.09		121	Tau
91.6612	-4.1939	5.38	-0.13			
96.3692	-69.6903	5.38	+0.97	π²		Dor
110.8713	-27.8342	5.38	+1.53			
121.8250	-20.5547	5.38	+0.10			
141.9450	-6.0711	5.38	+0.64			
158.8038	-39.5628	5.38	+2.88			
160.6692	-59.2158	5.38	+0.26			
184.7079	75.1606	5.38	-0.02			
205.5046	-58.7872	5.38	-0.03			
224.0721	-52.8097	5.38	+0.13			
234.7271	-19.3019	5.38	+0.86		41	Lib
242.0317	-26.3267	5.38	+1.65			
260.0408	25.5375	5.38	+0.03			
273.8038	-20.7283	5.38	+0.07		15	Sgr
284.1687	-37.3433	5.38	-0.14			
284.5612	17.3608	5.38	+0.80			
285.0571	50.5336	5.38	-0.18			
286.2300	53.3967	5.38	-0.01		51	Dra
293.7121	29.4631	5.38	+0.55		9	Cyg
308.4875	13.0272	5.38	+0.07	η	3	Del
10.6183	-65.4681	5.39	+0.50	ρ		Tuc
12.6817	64.2475	5.39	+0.49			
42.4758	-27.9417	5.39	+0.02	γ²		For
65.4483	60.7356	5.39	+1.49			
69.7758	7.8708	5.39	+0.26			
94.2775	9.9425	5.39	+0.10		75	Ori
102.2408	-15.1447	5.39	-0.10			
106.6696	-11.2942	5.39	+0.05			
110.1612	-52.0861	5.39	-0.07			
110.8829	-32.2022	5.39	-0.18			
133.5613	30.5794	5.39	+1.05		57	Cnc
139.3217	-68.6894	5.39	+0.42			
171.0096	1.4078	5.39	+0.94		79	Leo
173.4054	-40.5869	5.39	+0.12			
185.7054	-57.6761	5.39	-0.10			
216.6142	19.2269	5.39	+0.23		22	Boo
219.7092	44.4044	5.39	0.00		33	Boo
238.4742	-24.5331	5.39	-0.02			
245.6217	33.7036	5.39	+1.53	ν²	21	CrB
247.1417	0.6650	5.39	+1.46			
257.0083	35.9353	5.39	+0.31			
258.6633	14.3900	5.39		α²	64	Her
260.1650	32.4678	5.39	+0.62		72	Her
274.7896	7.2597	5.39	+1.07			
275.0367	-15.8317	5.39	+1.47			
277.4208	-1.9853	5.39	+0.96		60	Ser
279.1158	9.1225	5.39	+0.37			
297.6950	-10.7636	5.39	+0.38		51	Aql
301.3867	61.9956	5.39	+1.18		66	Dra
310.5525	50.3400	5.39	-0.10		51	Cyg
311.8892	80.5522	5.39	+1.12			
347.5063	9.8219	5.39	-0.08		58	Peg
6.1979	61.8311	5.40	0.00		12	Cas
28.3221	40.7297	5.40	+1.32		55	And
57.1475	-37.6222	5.40	+0.01			
67.6554	13.7244	5.40	+0.26		83	Tau
69.1900	-62.0775	5.40	+1.58			
71.1075	11.1461	5.40	+0.25			
84.6587	30.4925	5.40	+0.45		26	Aur
88.9554	20.1750	5.40	+0.99			
97.2062	-7.0344	5.40	-0.07	β	11	Mon
101.7200	-51.2658	5.40	+1.34			
102.8625	-70.9633	5.40	-0.11	ι		Vol
202.1129	59.9458	5.40	-0.01			
236.5233	-1.8044	5.40	-0.03		25	Ser
244.3137	59.7550	5.40	+1.63			
246.0054	-39.1931	5.40	+0.62			
289.0904	-45.4664	5.40	+1.35			
294.8604	42.8183	5.40	-0.08		14	Cyg
332.7912	50.8233	5.40	+0.15			
347.1704	2.1278	5.40	+0.91		5	Psc
2.8933	-27.7997	5.41	+1.34	κ²		Scl
11.9421	74.8475	5.41	-0.08		23	Cas
19.1512	-2.5003	5.41	+0.90		39	Cet
29.9421	-20.8244	5.41	+1.65		57	Cet
40.6396	-50.8003	5.41	+0.56	ι		Hor
62.7079	26.4808	5.41	+0.34		44	Tau
79.7500	33.7483	5.41	-0.19			
120.0487	73.9181	5.41	+1.42			
133.9817	11.6261	5.41	+1.46		60	Cnc
142.1667	45.6014	5.41	+0.98			
142.1146	9.0567	5.41	+0.60	ω	2	Leo
143.9150	35.8103	5.41	+0.77		11	LMi
154.1696	13.7283	5.41	+1.61		37	Leo
176.8296	-57.6964	5.41	+1.67			
214.8179	13.0042	5.41	+0.38		18	Boo
219.3338	-46.1339	5.41	+1.01			
